row_id,date,country,store,product,num_sold,kfold
10224,2016-07-22,Finland,KaggleMart,Kaggle Mug,137,1
25265,2018-11-04,Norway,KaggleRama,Kaggle Sticker,358,3
9815,2016-06-29,Finland,KaggleRama,Kaggle Sticker,195,2
9289,2016-05-31,Finland,KaggleMart,Kaggle Hat,351,0
19179,2017-12-01,Norway,KaggleRama,Kaggle Mug,594,0
20038,2018-01-18,Finland,KaggleRama,Kaggle Hat,692,2
18914,2017-11-16,Sweden,KaggleMart,Kaggle Sticker,108,3
1373,2015-03-18,Finland,KaggleRama,Kaggle Sticker,145,1
14657,2017-03-25,Finland,KaggleRama,Kaggle Sticker,195,2
3927,2015-08-07,Finland,KaggleRama,Kaggle Mug,254,4
20252,2018-01-30,Finland,KaggleMart,Kaggle Sticker,101,1
12176,2016-11-07,Norway,KaggleMart,Kaggle Sticker,151,1
14085,2017-02-21,Norway,KaggleRama,Kaggle Mug,524,2
5407,2015-10-28,Norway,KaggleMart,Kaggle Hat,393,0
16625,2017-07-12,Norway,KaggleRama,Kaggle Sticker,259,3
13547,2017-01-22,Norway,KaggleRama,Kaggle Sticker,339,0
6487,2015-12-27,Norway,KaggleMart,Kaggle Hat,954,1
10819,2016-08-24,Finland,KaggleMart,Kaggle Hat,245,3
24393,2018-09-17,Finland,KaggleRama,Kaggle Mug,340,1
6617,2016-01-03,Norway,KaggleRama,Kaggle Sticker,394,1
8964,2016-05-13,Finland,KaggleMart,Kaggle Mug,174,2
25458,2018-11-15,Norway,KaggleMart,Kaggle Mug,381,0
20583,2018-02-17,Norway,KaggleRama,Kaggle Mug,866,4
10558,2016-08-09,Norway,KaggleRama,Kaggle Hat,641,0
10232,2016-07-22,Norway,KaggleMart,Kaggle Sticker,147,4
195,2015-01-11,Sweden,KaggleRama,Kaggle Mug,538,2
9673,2016-06-21,Norway,KaggleMart,Kaggle Hat,476,0
16025,2017-06-09,Finland,KaggleRama,Kaggle Sticker,210,3
24992,2018-10-20,Norway,KaggleMart,Kaggle Sticker,201,1
4202,2015-08-22,Norway,KaggleMart,Kaggle Sticker,184,4
23233,2018-07-14,Sweden,KaggleMart,Kaggle Hat,487,2
13307,2017-01-09,Finland,KaggleRama,Kaggle Sticker,193,1
7292,2016-02-10,Finland,KaggleMart,Kaggle Sticker,91,2
700,2015-02-08,Sweden,KaggleRama,Kaggle Hat,848,2
804,2015-02-14,Sweden,KaggleMart,Kaggle Mug,288,2
2111,2015-04-28,Finland,KaggleRama,Kaggle Sticker,140,3
21759,2018-04-23,Sweden,KaggleRama,Kaggle Mug,343,4
7710,2016-03-04,Norway,KaggleMart,Kaggle Mug,329,2
23784,2018-08-14,Norway,KaggleMart,Kaggle Mug,291,0
19561,2017-12-22,Sweden,KaggleMart,Kaggle Hat,330,2
13357,2017-01-12,Finland,KaggleMart,Kaggle Hat,415,3
11139,2016-09-10,Sweden,KaggleRama,Kaggle Mug,401,1
17969,2017-09-25,Finland,KaggleRama,Kaggle Sticker,170,2
13316,2017-01-09,Sweden,KaggleMart,Kaggle Sticker,116,3
22802,2018-06-20,Sweden,KaggleMart,Kaggle Sticker,113,0
24773,2018-10-08,Finland,KaggleRama,Kaggle Sticker,191,2
17516,2017-08-31,Finland,KaggleMart,Kaggle Sticker,94,4
8226,2016-04-02,Finland,KaggleMart,Kaggle Mug,294,3
18307,2017-10-14,Finland,KaggleMart,Kaggle Hat,303,2
13737,2017-02-02,Finland,KaggleRama,Kaggle Mug,368,3
20681,2018-02-22,Sweden,KaggleRama,Kaggle Sticker,203,2
20587,2018-02-17,Sweden,KaggleMart,Kaggle Hat,521,4
15959,2017-06-05,Norway,KaggleRama,Kaggle Sticker,280,0
20312,2018-02-02,Norway,KaggleMart,Kaggle Sticker,186,1
4146,2015-08-19,Norway,KaggleMart,Kaggle Mug,269,2
17034,2017-08-04,Norway,KaggleMart,Kaggle Mug,286,4
12186,2016-11-08,Finland,KaggleMart,Kaggle Mug,217,1
22722,2018-06-16,Norway,KaggleMart,Kaggle Mug,337,1
9449,2016-06-08,Sweden,KaggleRama,Kaggle Sticker,179,4
3776,2015-07-29,Sweden,KaggleMart,Kaggle Sticker,98,1
13525,2017-01-21,Norway,KaggleMart,Kaggle Hat,706,0
11545,2016-10-03,Norway,KaggleMart,Kaggle Hat,355,2
22470,2018-06-02,Norway,KaggleMart,Kaggle Mug,357,3
26137,2018-12-23,Finland,KaggleMart,Kaggle Hat,448,1
25197,2018-10-31,Sweden,KaggleRama,Kaggle Mug,415,2
4269,2015-08-26,Finland,KaggleRama,Kaggle Mug,232,0
22378,2018-05-28,Finland,KaggleRama,Kaggle Hat,663,4
16686,2017-07-16,Finland,KaggleMart,Kaggle Mug,204,2
7181,2016-02-03,Sweden,KaggleRama,Kaggle Sticker,176,0
17558,2017-09-02,Norway,KaggleMart,Kaggle Sticker,193,2
11227,2016-09-15,Sweden,KaggleMart,Kaggle Hat,272,0
5823,2015-11-20,Norway,KaggleRama,Kaggle Mug,603,1
26143,2018-12-23,Norway,KaggleMart,Kaggle Hat,670,0
17110,2017-08-08,Norway,KaggleRama,Kaggle Hat,797,3
15252,2017-04-27,Norway,KaggleMart,Kaggle Mug,287,4
10443,2016-08-03,Finland,KaggleRama,Kaggle Mug,275,2
3498,2015-07-14,Norway,KaggleMart,Kaggle Mug,223,2
8397,2016-04-11,Norway,KaggleRama,Kaggle Mug,481,3
24995,2018-10-20,Norway,KaggleRama,Kaggle Sticker,347,1
6879,2016-01-18,Finland,KaggleRama,Kaggle Mug,345,2
18679,2017-11-03,Sweden,KaggleMart,Kaggle Hat,339,1
10806,2016-08-23,Norway,KaggleMart,Kaggle Mug,256,4
14744,2017-03-30,Finland,KaggleMart,Kaggle Sticker,91,1
11539,2016-10-03,Finland,KaggleMart,Kaggle Hat,240,2
23305,2018-07-18,Sweden,KaggleMart,Kaggle Hat,348,1
14217,2017-02-28,Sweden,KaggleRama,Kaggle Mug,389,1
25513,2018-11-18,Norway,KaggleMart,Kaggle Hat,631,4
23669,2018-08-07,Sweden,KaggleRama,Kaggle Sticker,198,3
8951,2016-05-12,Finland,KaggleRama,Kaggle Sticker,159,0
7599,2016-02-27,Finland,KaggleRama,Kaggle Mug,405,3
3730,2015-07-27,Finland,KaggleRama,Kaggle Hat,449,0
24477,2018-09-21,Sweden,KaggleRama,Kaggle Mug,377,3
75,2015-01-05,Finland,KaggleRama,Kaggle Mug,423,1
13125,2016-12-30,Finland,KaggleRama,Kaggle Mug,903,2
25978,2018-12-14,Finland,KaggleRama,Kaggle Hat,619,4
25145,2018-10-28,Sweden,KaggleRama,Kaggle Sticker,245,4
239,2015-01-14,Finland,KaggleRama,Kaggle Sticker,142,0
1529,2015-03-26,Sweden,KaggleRama,Kaggle Sticker,175,1
9453,2016-06-09,Finland,KaggleRama,Kaggle Mug,253,1
20779,2018-02-28,Norway,KaggleMart,Kaggle Hat,636,1
3831,2015-08-01,Sweden,KaggleRama,Kaggle Mug,340,2
26259,2018-12-29,Sweden,KaggleRama,Kaggle Mug,1438,3
13397,2017-01-14,Finland,KaggleRama,Kaggle Sticker,218,0
4413,2015-09-03,Finland,KaggleRama,Kaggle Mug,296,0
25038,2018-10-23,Finland,KaggleMart,Kaggle Mug,210,1
3841,2015-08-02,Norway,KaggleMart,Kaggle Hat,585,4
5067,2015-10-09,Norway,KaggleRama,Kaggle Mug,514,1
7488,2016-02-21,Finland,KaggleMart,Kaggle Mug,227,4
13036,2016-12-25,Finland,KaggleRama,Kaggle Hat,679,0
17227,2017-08-15,Finland,KaggleMart,Kaggle Hat,290,1
5025,2015-10-07,Finland,KaggleRama,Kaggle Mug,255,4
7579,2016-02-26,Finland,KaggleMart,Kaggle Hat,360,2
5645,2015-11-10,Norway,KaggleRama,Kaggle Sticker,245,3
5926,2015-11-26,Finland,KaggleRama,Kaggle Hat,455,2
10541,2016-08-08,Norway,KaggleRama,Kaggle Sticker,247,4
24928,2018-10-16,Sweden,KaggleRama,Kaggle Hat,534,0
21049,2018-03-15,Norway,KaggleMart,Kaggle Hat,682,0
18645,2017-11-01,Sweden,KaggleRama,Kaggle Mug,421,4
6869,2016-01-17,Norway,KaggleRama,Kaggle Sticker,295,1
16177,2017-06-17,Sweden,KaggleMart,Kaggle Hat,515,0
8304,2016-04-06,Norway,KaggleMart,Kaggle Mug,261,3
20148,2018-01-24,Norway,KaggleMart,Kaggle Mug,369,4
18389,2017-10-18,Norway,KaggleRama,Kaggle Sticker,262,4
2121,2015-04-28,Sweden,KaggleRama,Kaggle Mug,309,3
18754,2017-11-07,Sweden,KaggleRama,Kaggle Hat,635,4
7530,2016-02-23,Norway,KaggleMart,Kaggle Mug,319,3
5030,2015-10-07,Norway,KaggleMart,Kaggle Sticker,145,2
342,2015-01-20,Finland,KaggleMart,Kaggle Mug,188,2
9944,2016-07-06,Norway,KaggleMart,Kaggle Sticker,139,4
10248,2016-07-23,Norway,KaggleMart,Kaggle Mug,298,1
4324,2015-08-29,Finland,KaggleRama,Kaggle Hat,492,4
12077,2016-11-01,Sweden,KaggleRama,Kaggle Sticker,187,4
21345,2018-03-31,Sweden,KaggleRama,Kaggle Mug,454,4
11502,2016-10-01,Finland,KaggleMart,Kaggle Mug,205,1
22238,2018-05-20,Norway,KaggleMart,Kaggle Sticker,244,4
1930,2015-04-18,Finland,KaggleRama,Kaggle Hat,744,4
18639,2017-11-01,Norway,KaggleRama,Kaggle Mug,547,0
25186,2018-10-31,Finland,KaggleRama,Kaggle Hat,525,0
16660,2017-07-14,Norway,KaggleRama,Kaggle Hat,955,1
12799,2016-12-12,Finland,KaggleMart,Kaggle Hat,305,2
25234,2018-11-02,Sweden,KaggleRama,Kaggle Hat,514,2
16154,2017-06-16,Norway,KaggleMart,Kaggle Sticker,148,3
16196,2017-06-18,Sweden,KaggleMart,Kaggle Sticker,127,2
2830,2015-06-07,Finland,KaggleRama,Kaggle Hat,681,4
4372,2015-08-31,Sweden,KaggleRama,Kaggle Hat,433,0
22772,2018-06-19,Finland,KaggleMart,Kaggle Sticker,93,1
9931,2016-07-05,Sweden,KaggleMart,Kaggle Hat,372,1
3863,2015-08-03,Norway,KaggleRama,Kaggle Sticker,254,3
24594,2018-09-28,Norway,KaggleMart,Kaggle Mug,363,3
17215,2017-08-14,Norway,KaggleMart,Kaggle Hat,405,0
11277,2016-09-18,Norway,KaggleRama,Kaggle Mug,580,1
25374,2018-11-10,Sweden,KaggleMart,Kaggle Mug,321,1
6908,2016-01-19,Sweden,KaggleMart,Kaggle Sticker,104,2
13682,2017-01-30,Finland,KaggleMart,Kaggle Sticker,90,2
8417,2016-04-12,Norway,KaggleRama,Kaggle Sticker,234,2
23593,2018-08-03,Sweden,KaggleMart,Kaggle Hat,362,4
12824,2016-12-13,Norway,KaggleMart,Kaggle Sticker,140,4
14011,2017-02-17,Norway,KaggleMart,Kaggle Hat,645,1
4186,2015-08-21,Norway,KaggleRama,Kaggle Hat,736,4
10435,2016-08-02,Sweden,KaggleMart,Kaggle Hat,337,4
21965,2018-05-05,Finland,KaggleRama,Kaggle Sticker,239,3
1377,2015-03-18,Norway,KaggleRama,Kaggle Mug,547,4
14000,2017-02-16,Sweden,KaggleMart,Kaggle Sticker,99,4
15335,2017-05-01,Sweden,KaggleRama,Kaggle Sticker,192,0
15493,2017-05-10,Sweden,KaggleMart,Kaggle Hat,426,4
10535,2016-08-08,Finland,KaggleRama,Kaggle Sticker,151,0
13496,2017-01-19,Sweden,KaggleMart,Kaggle Sticker,107,4
15395,2017-05-05,Finland,KaggleRama,Kaggle Sticker,204,3
11793,2016-10-17,Finland,KaggleRama,Kaggle Mug,305,0
24814,2018-10-10,Norway,KaggleRama,Kaggle Hat,817,0
8905,2016-05-09,Sweden,KaggleMart,Kaggle Hat,521,4
10697,2016-08-17,Finland,KaggleRama,Kaggle Sticker,147,4
14378,2017-03-09,Sweden,KaggleMart,Kaggle Sticker,111,4
2514,2015-05-20,Sweden,KaggleMart,Kaggle Mug,186,4
5141,2015-10-13,Norway,KaggleRama,Kaggle Sticker,247,1
650,2015-02-06,Finland,KaggleMart,Kaggle Sticker,83,4
25897,2018-12-09,Sweden,KaggleMart,Kaggle Hat,416,4
22518,2018-06-05,Finland,KaggleMart,Kaggle Mug,169,0
11110,2016-09-09,Finland,KaggleRama,Kaggle Hat,440,3
17634,2017-09-06,Sweden,KaggleMart,Kaggle Mug,203,0
14158,2017-02-25,Norway,KaggleRama,Kaggle Hat,1424,3
3161,2015-06-25,Norway,KaggleRama,Kaggle Sticker,243,3
17966,2017-09-25,Finland,KaggleMart,Kaggle Sticker,88,4
18856,2017-11-13,Norway,KaggleRama,Kaggle Hat,801,2
7082,2016-01-29,Norway,KaggleMart,Kaggle Sticker,150,4
9392,2016-06-05,Sweden,KaggleMart,Kaggle Sticker,126,2
19204,2017-12-02,Sweden,KaggleRama,Kaggle Hat,802,0
6540,2015-12-30,Norway,KaggleMart,Kaggle Mug,817,1
11180,2016-09-13,Finland,KaggleMart,Kaggle Sticker,92,2
4933,2015-10-02,Finland,KaggleMart,Kaggle Hat,219,3
4890,2015-09-29,Sweden,KaggleMart,Kaggle Mug,190,0
9323,2016-06-01,Sweden,KaggleRama,Kaggle Sticker,182,0
14239,2017-03-02,Finland,KaggleMart,Kaggle Hat,333,3
9202,2016-05-26,Finland,KaggleRama,Kaggle Hat,628,1
24440,2018-09-19,Sweden,KaggleMart,Kaggle Sticker,113,1
19581,2017-12-23,Sweden,KaggleRama,Kaggle Mug,562,4
6443,2015-12-24,Sweden,KaggleRama,Kaggle Sticker,175,3
20306,2018-02-02,Finland,KaggleMart,Kaggle Sticker,103,3
6700,2016-01-08,Finland,KaggleRama,Kaggle Hat,703,3
18027,2017-09-28,Norway,KaggleRama,Kaggle Mug,571,0
6232,2015-12-13,Finland,KaggleRama,Kaggle Hat,610,1
21154,2018-03-21,Finland,KaggleRama,Kaggle Hat,746,3
7403,2016-02-16,Finland,KaggleRama,Kaggle Sticker,149,3
18786,2017-11-09,Sweden,KaggleMart,Kaggle Mug,286,4
21514,2018-04-10,Finland,KaggleRama,Kaggle Hat,842,4
6219,2015-12-12,Norway,KaggleRama,Kaggle Mug,737,4
25881,2018-12-08,Sweden,KaggleRama,Kaggle Mug,519,3
15997,2017-06-07,Sweden,KaggleMart,Kaggle Hat,486,4
814,2015-02-15,Finland,KaggleRama,Kaggle Hat,752,1
21436,2018-04-05,Sweden,KaggleRama,Kaggle Hat,1001,3
11443,2016-09-27,Sweden,KaggleMart,Kaggle Hat,287,1
2639,2015-05-27,Norway,KaggleRama,Kaggle Sticker,310,3
1723,2015-04-06,Sweden,KaggleMart,Kaggle Hat,513,0
1787,2015-04-10,Finland,KaggleRama,Kaggle Sticker,212,3
16715,2017-07-17,Norway,KaggleRama,Kaggle Sticker,262,1
15899,2017-06-02,Finland,KaggleRama,Kaggle Sticker,173,2
17405,2017-08-24,Sweden,KaggleRama,Kaggle Sticker,185,0
1195,2015-03-08,Norway,KaggleMart,Kaggle Hat,812,1
20223,2018-01-28,Norway,KaggleRama,Kaggle Mug,764,3
4974,2015-10-04,Norway,KaggleMart,Kaggle Mug,342,0
15212,2017-04-25,Finland,KaggleMart,Kaggle Sticker,90,1
6096,2015-12-05,Sweden,KaggleMart,Kaggle Mug,266,1
1763,2015-04-08,Sweden,KaggleRama,Kaggle Sticker,222,3
20356,2018-02-04,Sweden,KaggleRama,Kaggle Hat,1050,1
16216,2017-06-19,Sweden,KaggleRama,Kaggle Hat,652,2
12942,2016-12-20,Finland,KaggleMart,Kaggle Mug,187,3
20539,2018-02-15,Finland,KaggleMart,Kaggle Hat,414,0
10760,2016-08-20,Sweden,KaggleMart,Kaggle Sticker,118,4
12279,2016-11-13,Finland,KaggleRama,Kaggle Mug,392,0
2984,2015-06-15,Sweden,KaggleMart,Kaggle Sticker,105,2
1366,2015-03-17,Sweden,KaggleRama,Kaggle Hat,785,1
12801,2016-12-12,Finland,KaggleRama,Kaggle Mug,371,3
17878,2017-09-20,Finland,KaggleRama,Kaggle Hat,465,1
19086,2017-11-26,Norway,KaggleMart,Kaggle Mug,422,2
15681,2017-05-21,Finland,KaggleRama,Kaggle Mug,353,0
9439,2016-06-08,Norway,KaggleMart,Kaggle Hat,517,2
5239,2015-10-19,Finland,KaggleMart,Kaggle Hat,224,2
4966,2015-10-03,Sweden,KaggleRama,Kaggle Hat,520,1
10712,2016-08-18,Finland,KaggleMart,Kaggle Sticker,88,4
23553,2018-08-01,Norway,KaggleRama,Kaggle Mug,555,2
20391,2018-02-06,Sweden,KaggleRama,Kaggle Mug,425,4
23726,2018-08-11,Finland,KaggleMart,Kaggle Sticker,129,3
7405,2016-02-16,Norway,KaggleMart,Kaggle Hat,617,1
10828,2016-08-24,Norway,KaggleRama,Kaggle Hat,680,0
2895,2015-06-10,Sweden,KaggleRama,Kaggle Mug,358,2
2270,2015-05-07,Finland,KaggleMart,Kaggle Sticker,89,4
14859,2017-04-05,Norway,KaggleRama,Kaggle Mug,562,3
23737,2018-08-11,Sweden,KaggleMart,Kaggle Hat,392,0
14604,2017-03-22,Norway,KaggleMart,Kaggle Mug,317,2
16544,2017-07-08,Finland,KaggleMart,Kaggle Sticker,127,0
15280,2017-04-28,Sweden,KaggleRama,Kaggle Hat,822,4
19538,2017-12-21,Norway,KaggleMart,Kaggle Sticker,146,4
21691,2018-04-20,Finland,KaggleMart,Kaggle Hat,437,0
4921,2015-10-01,Norway,KaggleMart,Kaggle Hat,392,1
8016,2016-03-21,Norway,KaggleMart,Kaggle Mug,289,1
8157,2016-03-29,Finland,KaggleRama,Kaggle Mug,378,1
14848,2017-04-04,Sweden,KaggleRama,Kaggle Hat,781,3
6055,2015-12-03,Norway,KaggleMart,Kaggle Hat,468,2
9400,2016-06-06,Finland,KaggleRama,Kaggle Hat,573,1
16947,2017-07-30,Norway,KaggleRama,Kaggle Mug,525,0
26131,2018-12-22,Sweden,KaggleMart,Kaggle Hat,492,0
10334,2016-07-28,Finland,KaggleMart,Kaggle Sticker,89,2
14123,2017-02-23,Norway,KaggleRama,Kaggle Sticker,260,1
6269,2015-12-15,Finland,KaggleRama,Kaggle Sticker,154,4
72,2015-01-05,Finland,KaggleMart,Kaggle Mug,243,1
24246,2018-09-09,Finland,KaggleMart,Kaggle Mug,230,2
8870,2016-05-07,Sweden,KaggleMart,Kaggle Sticker,153,3
1834,2015-04-12,Sweden,KaggleRama,Kaggle Hat,1158,3
25430,2018-11-13,Sweden,KaggleMart,Kaggle Sticker,115,2
22926,2018-06-27,Sweden,KaggleMart,Kaggle Mug,248,1
2683,2015-05-30,Finland,KaggleMart,Kaggle Hat,432,4
22516,2018-06-04,Sweden,KaggleRama,Kaggle Hat,815,4
10858,2016-08-26,Finland,KaggleRama,Kaggle Hat,468,2
7642,2016-02-29,Norway,KaggleRama,Kaggle Hat,981,1
6303,2015-12-17,Finland,KaggleRama,Kaggle Mug,335,3
11393,2016-09-24,Sweden,KaggleRama,Kaggle Sticker,222,2
68,2015-01-04,Sweden,KaggleMart,Kaggle Sticker,169,3
17056,2017-08-05,Norway,KaggleRama,Kaggle Hat,1044,1
13748,2017-02-02,Sweden,KaggleMart,Kaggle Sticker,99,2
23628,2018-08-05,Sweden,KaggleMart,Kaggle Mug,247,3
3806,2015-07-31,Norway,KaggleMart,Kaggle Sticker,142,0
25609,2018-11-23,Sweden,KaggleMart,Kaggle Hat,344,0
15791,2017-05-27,Finland,KaggleRama,Kaggle Sticker,208,0
54,2015-01-04,Finland,KaggleMart,Kaggle Mug,332,4
4831,2015-09-26,Norway,KaggleMart,Kaggle Hat,500,0
4397,2015-09-02,Finland,KaggleRama,Kaggle Sticker,139,1
12931,2016-12-19,Norway,KaggleMart,Kaggle Hat,469,3
13391,2017-01-13,Sweden,KaggleRama,Kaggle Sticker,226,2
17734,2017-09-12,Finland,KaggleRama,Kaggle Hat,461,2
19500,2017-12-19,Norway,KaggleMart,Kaggle Mug,338,3
13900,2017-02-11,Finland,KaggleRama,Kaggle Hat,767,2
9518,2016-06-12,Sweden,KaggleMart,Kaggle Sticker,150,0
13596,2017-01-25,Norway,KaggleMart,Kaggle Mug,318,0
12532,2016-11-27,Finland,KaggleRama,Kaggle Hat,543,3
21412,2018-04-04,Norway,KaggleRama,Kaggle Hat,1650,2
15887,2017-06-01,Norway,KaggleRama,Kaggle Sticker,307,0
4026,2015-08-12,Sweden,KaggleMart,Kaggle Mug,162,1
11752,2016-10-14,Sweden,KaggleRama,Kaggle Hat,474,3
16051,2017-06-10,Sweden,KaggleMart,Kaggle Hat,717,3
16565,2017-07-09,Finland,KaggleRama,Kaggle Sticker,201,2
20643,2018-02-20,Sweden,KaggleRama,Kaggle Mug,459,3
13946,2017-02-13,Sweden,KaggleMart,Kaggle Sticker,110,2
5117,2015-10-12,Finland,KaggleRama,Kaggle Sticker,146,2
16261,2017-06-22,Norway,KaggleMart,Kaggle Hat,573,0
25545,2018-11-20,Finland,KaggleRama,Kaggle Mug,372,1
11487,2016-09-30,Finland,KaggleRama,Kaggle Mug,298,4
17471,2017-08-28,Norway,KaggleRama,Kaggle Sticker,230,2
25957,2018-12-13,Finland,KaggleMart,Kaggle Hat,375,4
16691,2017-07-16,Finland,KaggleRama,Kaggle Sticker,206,1
18352,2017-10-16,Norway,KaggleRama,Kaggle Hat,741,4
17246,2017-08-16,Finland,KaggleMart,Kaggle Sticker,99,0
11585,2016-10-05,Norway,KaggleRama,Kaggle Sticker,240,4
13994,2017-02-16,Norway,KaggleMart,Kaggle Sticker,147,2
21806,2018-04-26,Norway,KaggleMart,Kaggle Sticker,156,0
24512,2018-09-23,Sweden,KaggleMart,Kaggle Sticker,139,0
25570,2018-11-21,Norway,KaggleRama,Kaggle Hat,903,0
4128,2015-08-18,Norway,KaggleMart,Kaggle Mug,254,2
5425,2015-10-29,Norway,KaggleMart,Kaggle Hat,399,2
1496,2015-03-25,Finland,KaggleMart,Kaggle Sticker,80,0
9512,2016-06-12,Norway,KaggleMart,Kaggle Sticker,171,3
7011,2016-01-25,Norway,KaggleRama,Kaggle Mug,576,0
595,2015-02-03,Finland,KaggleMart,Kaggle Hat,305,4
7812,2016-03-10,Finland,KaggleMart,Kaggle Mug,187,0
9911,2016-07-04,Norway,KaggleRama,Kaggle Sticker,243,3
13343,2017-01-11,Finland,KaggleRama,Kaggle Sticker,190,3
21547,2018-04-12,Finland,KaggleMart,Kaggle Hat,447,2
4063,2015-08-14,Sweden,KaggleMart,Kaggle Hat,300,1
3665,2015-07-23,Norway,KaggleRama,Kaggle Sticker,248,4
8541,2016-04-19,Norway,KaggleRama,Kaggle Mug,472,0
7531,2016-02-23,Norway,KaggleMart,Kaggle Hat,626,1
10651,2016-08-14,Sweden,KaggleMart,Kaggle Hat,346,1
1500,2015-03-25,Norway,KaggleMart,Kaggle Mug,283,4
8268,2016-04-04,Norway,KaggleMart,Kaggle Mug,277,3
6268,2015-12-15,Finland,KaggleRama,Kaggle Hat,451,4
23681,2018-08-08,Norway,KaggleRama,Kaggle Sticker,317,4
20782,2018-02-28,Norway,KaggleRama,Kaggle Hat,1287,1
25924,2018-12-11,Finland,KaggleRama,Kaggle Hat,668,0
23025,2018-07-03,Finland,KaggleRama,Kaggle Mug,299,3
23880,2018-08-19,Sweden,KaggleMart,Kaggle Mug,238,0
25659,2018-11-26,Norway,KaggleRama,Kaggle Mug,624,3
19177,2017-12-01,Norway,KaggleMart,Kaggle Hat,482,3
15458,2017-05-08,Sweden,KaggleMart,Kaggle Sticker,124,3
15250,2017-04-27,Finland,KaggleRama,Kaggle Hat,735,0
6535,2015-12-30,Finland,KaggleMart,Kaggle Hat,711,4
3775,2015-07-29,Sweden,KaggleMart,Kaggle Hat,321,3
13455,2017-01-17,Norway,KaggleRama,Kaggle Mug,594,2
22423,2018-05-30,Sweden,KaggleMart,Kaggle Hat,414,1
17310,2017-08-19,Sweden,KaggleMart,Kaggle Mug,258,3
23257,2018-07-16,Finland,KaggleMart,Kaggle Hat,334,1
13382,2017-01-13,Norway,KaggleMart,Kaggle Sticker,166,0
6183,2015-12-10,Norway,KaggleRama,Kaggle Mug,542,1
6821,2016-01-14,Sweden,KaggleRama,Kaggle Sticker,200,0
5242,2015-10-19,Finland,KaggleRama,Kaggle Hat,372,0
25879,2018-12-08,Sweden,KaggleMart,Kaggle Hat,466,4
8696,2016-04-28,Finland,KaggleMart,Kaggle Sticker,87,0
12873,2016-12-16,Finland,KaggleRama,Kaggle Mug,337,4
1821,2015-04-12,Finland,KaggleRama,Kaggle Mug,397,1
13323,2017-01-10,Finland,KaggleRama,Kaggle Mug,427,2
2531,2015-05-21,Norway,KaggleRama,Kaggle Sticker,303,4
3718,2015-07-26,Norway,KaggleRama,Kaggle Hat,978,3
6947,2016-01-21,Sweden,KaggleRama,Kaggle Sticker,182,4
17552,2017-09-02,Finland,KaggleMart,Kaggle Sticker,119,4
19845,2018-01-07,Norway,KaggleRama,Kaggle Mug,1000,3
25229,2018-11-02,Norway,KaggleRama,Kaggle Sticker,294,2
20843,2018-03-03,Sweden,KaggleRama,Kaggle Sticker,238,2
4203,2015-08-22,Norway,KaggleRama,Kaggle Mug,586,1
16863,2017-07-25,Sweden,KaggleRama,Kaggle Mug,323,0
11523,2016-10-02,Finland,KaggleRama,Kaggle Mug,361,1
22271,2018-05-22,Finland,KaggleRama,Kaggle Sticker,162,1
17735,2017-09-12,Finland,KaggleRama,Kaggle Sticker,165,3
6278,2015-12-15,Sweden,KaggleMart,Kaggle Sticker,96,0
